Frequency (GHz), Wave Refl (dB), Wave Refl (rad), Wave Trans (dB), Wave Trans (rad)
6.252262802528054664e+00,-1.134382286133150952e+00,3.135935959479406065e+00,-2.964868766643053988e+01,1.816504962949338831e+00
6.261896489434877644e+00,-1.134435865492825268e+00,3.135963034806696026e+00,-2.965380171783754903e+01,1.815185454288352540e+00
6.271530176341700624e+00,-1.134488781497247745e+00,3.135990097068937832e+00,-2.965892295673498680e+01,1.813865794942602472e+00
6.281163863248522716e+00,-1.134540990076336353e+00,3.136017129087293132e+00,-2.966405209867518877e+01,1.812545543649036750e+00
6.290797550155345697e+00,-1.134592533604007247e+00,3.136044113566683667e+00,-2.966919190751628577e+01,1.811224367151582415e+00
6.300431237062168677e+00,-1.134643528081698216e+00,3.136071038387215459e+00,-2.967434638941355018e+01,1.809902148264885158e+00
6.310064923968992545e+00,-1.134694127948480569e+00,3.136097900296743735e+00,-2.967951961450741294e+01,1.808579028577937731e+00
6.319698610875814637e+00,-1.134744479330505040e+00,3.136124705886649711e+00,-2.968471452223964135e+01,1.807255373140868038e+00
6.329332297782637617e+00,-1.134794676017795600e+00,3.136151469565066296e+00,-2.968993207004039192e+01,1.805931668006033330e+00
6.338965984689460598e+00,-1.134844731565761711e+00,3.136178209157479913e+00,-2.969517098064418548e+01,1.804608381674196682e+00
6.348599671596282690e+00,-1.134894575951497453e+00,3.136204940484636605e+00,-2.970042816231237026e+01,1.803285832267434552e+00
6.358233358503106558e+00,-1.134944077700942078e+00,3.136231672573520424e+00,-2.970569967345431195e+01,1.801964100402223323e+00
6.367867045409929538e+00,-1.134993084641374494e+00,3.136258404957467771e+00,-2.971098193962017220e+01,1.800643013862185615e+00
6.377500732316752519e+00,-1.135041470789261098e+00,3.136285127879134826e+00,-2.971627285568367682e+01,1.799322208477915241e+00
6.387134419223574611e+00,-1.135089175066303246e+00,3.136311825322508184e+00,-2.972157244164132806e+01,1.798001246661385055e+00
6.396768106130397591e+00,-1.135136220084628667e+00,3.136338479938781010e+00,-2.972688285582130518e+01,1.796679757732452698e+00
6.406401793037220571e+00,-1.135182705361029498e+00,3.136365078357903347e+00,-2.973220776338007099e+01,1.795357557714920116e+00
6.416035479944043551e+00,-1.135228777131932931e+00,3.136391615266347799e+00,-2.973755125212816708e+01,1.794034712585615976e+00
6.425669166850866532e+00,-1.135274584059093428e+00,3.136418095014029461e+00,-2.974291662347480880e+01,1.792711526094177055e+00
6.435302853757689512e+00,-1.135320232375482519e+00,3.136444530270996012e+00,-2.974830542291364566e+01,1.791388456038957466e+00
6.444936540664512492e+00,-1.135365754136537841e+00,3.136470938155039967e+00,-2.975371700128323482e+01,1.790065984413101052e+00
6.454570227571334584e+00,-1.135411098194243351e+00,3.136497335020029809e+00,-2.975914873740282474e+01,1.788744480649287594e+00
6.464203914478157564e+00,-1.135456146551831802e+00,3.136523731497879997e+00,-2.976459685320585180e+01,1.787424099159130586e+00
6.473837601384981433e+00,-1.135500751014988818e+00,3.136550129303385503e+00,-2.977005757429595079e+01,1.786104741925313544e+00
6.483471288291803525e+00,-1.135544778893757378e+00,3.136576520768129317e+00,-2.977552828550290087e+01,1.784786097234593472e+00
6.493104975198626505e+00,-1.135588153797635114e+00,3.136602891234513191e+00,-2.978100833344751663e+01,1.783467742681432266e+00
6.502738662105449485e+00,-1.135630879116599878e+00,3.136629223569233460e+00,-2.978649923535460786e+01,1.782149281246953931e+00
6.512372349012272466e+00,-1.135673037104285354e+00,3.136655503412881796e+00,-2.979200423282678756e+01,1.780830469379370395e+00
6.522006035919095446e+00,-1.135714763939542404e+00,3.136681723563618629e+00,-2.979752732674739590e+01,1.779511298522471696e+00
6.531639722825918426e+00,-1.135756208458320371e+00,3.136707886162981573e+00,-2.980307208537424657e+01,1.778192005664873676e+00
6.541273409732741406e+00,-1.135797487191558153e+00,3.136734002026666523e+00,-2.980864058517877879e+01,1.776873009925197477e+00
6.550907096639563498e+00,-1.135838649420357838e+00,3.136760087335380032e+00,-2.981423280302226786e+01,1.775554794468101161e+00
6.560540783546386479e+00,-1.135879662854189398e+00,3.136786158704178096e+00,-2.981984664150163411e+01,1.774237769454166003e+00
6.570174470453209459e+00,-1.135920424214423630e+00,3.136812228138660785e+00,-2.982547857817725401e+01,1.772922157342533112e+00
6.579808157360033327e+00,-1.135960791402072623e+00,3.136838299414961284e+00,-2.983112474156825655e+01,1.771607935028448155e+00
6.589441844266855419e+00,-1.136000627366521742e+00,3.136864366980776531e+00,-2.983678208878468752e+01,1.770294850096846950e+00
6.599075531173678399e+00,-1.136039842266125977e+00,3.136890417702467460e+00,-2.984244932985935961e+01,1.768982506109551656e+00
6.608709218080501380e+00,-1.136078421083550394e+00,3.136916434915015817e+00,-2.984812732100803245e+01,1.767670491063620952e+00
6.618342904987323472e+00,-1.136116428339262630e+00,3.136942403532200885e+00,-2.985381880970326662e+01,1.766358510218722255e+00
6.627976591894147340e+00,-1.136153988555072214e+00,3.136968314656177093e+00,-2.985952760998975108e+01,1.765046483273154054e+00
6.637610278800970320e+00,-1.136191248512382845e+00,3.136994168284097384e+00,-2.986525745788483022e+01,1.763734576709178770e+00
6.647243965707793301e+00,-1.136228332872167623e+00,3.137019973294514319e+00,-2.987101089241471641e+01,1.762423161729826715e+00
6.656877652614615393e+00,-1.136265306702242350e+00,3.137045744728054864e+00,-2.987678849922354019e+01,1.761112710642681600e+00
6.666511339521438373e+00,-1.136302156301276733e+00,3.137071499201082858e+00,-2.988258874365009632e+01,1.759803663049011924e+00
6.676145026428261353e+00,-1.136338794092320637e+00,3.137097249856622305e+00,-2.988840844209952508e+01,1.758496302210846407e+00
6.685778713335084333e+00,-1.136375086004039359e+00,3.137123002392482540e+00,-2.989424372820817410e+01,1.757190678806091588e+00
6.695412400241907314e+00,-1.136410892913524373e+00,3.137148753372563270e+00,-2.990009122162776123e+01,1.755886604923239558e+00
6.705046087148730294e+00,-1.136446113472219466e+00,3.137174491327242798e+00,-2.990594904689957190e+01,1.754583719939234898e+00
6.714679774055553274e+00,-1.136480715262825125e+00,3.137200200297184605e+00,-2.991181739585090327e+01,1.753281608267418079e+00
6.724313460962375366e+00,-1.136514744838388991e+00,3.137225864731808755e+00,-2.991769846516275067e+01,1.751979933382518118e+00
6.733947147869199235e+00,-1.136548313663911181e+00,3.137251474245036142e+00,-2.992359578938595632e+01,1.750678547708937716e+00
6.743580834776022215e+00,-1.136581564332628469e+00,3.137277026779961453e+00,-2.992951317175828407e+01,1.749377545325611294e+00
6.753214521682844307e+00,-1.136614627422702029e+00,3.137302529224186287e+00,-2.993545353584455881e+01,1.748077241745575439e+00
6.762848208589667287e+00,-1.136647582172926940e+00,3.137327995297758854e+00,-2.994141804409291652e+01,1.746778087031727988e+00
6.772481895496490267e+00,-1.136680432944026764e+00,3.137353441367220164e+00,-2.994740574818592194e+01,1.745480538573129126e+00
6.782115582403313248e+00,-1.136713108579151310e+00,3.137378881468683378e+00,-2.995341387528985067e+01,1.744184931933761007e+00
6.791749269310136228e+00,-1.136745484774672299e+00,3.137404323059137301e+00,-2.995943866255750621e+01,1.742891388679392417e+00
6.801382956216959208e+00,-1.136777422561670470e+00,3.137429764787779352e+00,-2.996547648730414437e+01,1.741599788865687559e+00
6.811016643123782188e+00,-1.136808811115538553e+00,3.137455196959050063e+00,-2.997152495175249243e+01,1.740309816334380422e+00
6.820650330030604280e+00,-1.136839601834904512e+00,3.137480604536551976e+00,-2.997758359564763708e+01,1.739021063013380664e+00
6.830284016937427261e+00,-1.136869823338375163e+00,3.137505971763460355e+00,-2.998365402284918346e+01,1.737733160668888166e+00
6.839917703844250241e+00,-1.136899572878711462e+00,3.137531286985875578e+00,-2.998973940503428892e+01,1.736445900353825733e+00
6.849551390751074109e+00,-1.136928986874855774e+00,3.137556546208802644e+00,-2.999584351340109478e+01,1.735159303590713797e+00
6.859185077657896201e+00,-1.136958199614976683e+00,3.137581754305866166e+00,-3.000196957113243101e+01,1.733873623948338993e+00
6.868818764564719181e+00,-1.136987302755142926e+00,3.137606923522551217e+00,-3.000811927272319224e+01,1.732589278688460910e+00
6.878452451471542162e+00,-1.137016317950941158e+00,3.137632069738631291e+00,-3.001429226524341942e+01,1.731306731224483419e+00
6.888086138378365142e+00,-1.137045190914184989e+00,3.137657207636525669e+00,-3.002048624682796074e+01,1.730026359905025846e+00
6.897719825285188122e+00,-1.137073808629830207e+00,3.137682346251578380e+00,-3.002669765144082348e+01,1.728748352679635891e+00
6.907353512192011102e+00,-1.137102034405718776e+00,3.137707486258706435e+00,-3.003292271242487033e+01,1.727472659327049520e+00
6.916987199098834083e+00,-1.137129750013277762e+00,3.137732619816045343e+00,-3.003915858364601377e+01,1.726199015522889901e+00
6.926620886005656175e+00,-1.137156892054302704e+00,3.137757733004286731e+00,-3.004540418031133697e+01,1.724927031351555451e+00
6.936254572912479155e+00,-1.137183471493328213e+00,3.137782810109401410e+00,-3.005166048666234957e+01,1.723656317462961107e+00
6.945888259819302135e+00,-1.137209570462663244e+00,3.137807838437404850e+00,-3.005793023889200555e+01,1.722386610783306349e+00
6.955521946726126004e+00,-1.137235317392519374e+00,3.137832812192267173e+00,-3.006421708009037985e+01,1.721117861899474688e+00
6.965155633632948096e+00,-1.137260848119000300e+00,3.137857734238628460e+00,-3.007052444292213877e+01,1.719850257862773013e+00
6.974789320539771076e+00,-1.137286264868865304e+00,3.137882615219511173e+00,-3.007685449724976934e+01,1.718584173670478554e+00
6.984423007446594056e+00,-1.137311605625660027e+00,3.137907470306968705e+00,-3.008320747965750286e+01,1.717320067185676091e+00
6.994056694353416148e+00,-1.137336833175904838e+00,3.137932314583883109e+00,-3.008958160613937949e+01,1.716058349266050165e+00
7.003690381260240017e+00,-1.137361847105763157e+00,3.137957158468776875e+00,-3.009597359313900000e+01,1.714799268278617950e+00
7.013324068167062997e+00,-1.137386515014465083e+00,3.137982004577583250e+00,-3.010237962880452756e+01,1.713542843769496837e+00
7.022957755073885977e+00,-1.137410713368310233e+00,3.138006846973747432e+00,-3.010879650096407545e+01,1.712288869184378282e+00
7.032591441980708069e+00,-1.137434365513916079e+00,3.138031673027077861e+00,-3.011522254162457202e+01,1.711036982693145747e+00
7.042225128887531049e+00,-1.137457465277228685e+00,3.138056467306132191e+00,-3.012165810369079821e+01,1.709786784649816482e+00
7.051858815794354030e+00,-1.137480079005754430e+00,3.138081216311234822e+00,-3.012810542708983164e+01,1.708537966202048120e+00
7.061492502701177010e+00,-1.137502325504113010e+00,3.138105912603084136e+00,-3.013456793577576676e+01,1.707290410268515801e+00
7.071126189607999990e+00,-1.137524340050742211e+00,3.138130557070914151e+00,-3.014104917853804011e+01,1.706044234502500645e+00
7.080759876514822970e+00,-1.137546233513636151e+00,3.138155158655268284e+00,-3.014755173348122241e+01,1.704799763400766999e+00
7.090393563421645950e+00,-1.137568059039647084e+00,3.138179731618334412e+00,-3.015407640638702347e+01,1.703557438092535126e+00
7.100027250328468043e+00,-1.137589796442671997e+00,3.138204291201743601e+00,-3.016062196400226725e+01,1.702317691105641684e+00
7.109660937235291911e+00,-1.137611358989425669e+00,3.138228849000342713e+00,-3.016718548168256575e+01,1.701080823910321671e+00
7.119294624142114891e+00,-1.137632620441394238e+00,3.138253409462584909e+00,-3.017376319956892061e+01,1.699846924138319393e+00
7.128928311048936983e+00,-1.137653454045951751e+00,3.138277968580270638e+00,-3.018035162841206187e+01,1.698615847357688002e+00
7.138561997955759963e+00,-1.137673771555938629e+00,3.138302515159744122e+00,-3.018694857134367027e+01,1.697387268788171033e+00
7.148195684862582944e+00,-1.137693550387167019e+00,3.138327034278758809e+00,-3.019355375376216699e+01,1.696160789253126078e+00
7.157829371769405924e+00,-1.137712840676723625e+00,3.138351511868489041e+00,-3.020016887212281631e+01,1.694936063340642063e+00
7.167463058676228904e+00,-1.137731750156213861e+00,3.138375939020750849e+00,-3.020679704790108389e+01,1.693712911104250818e+00
7.177096745583051884e+00,-1.137750411521455618e+00,3.138400314708764682e+00,-3.021344185232755919e+01,1.692491379660538309e+00
7.186730432489874865e+00,-1.137768942298548192e+00,3.138424646097455195e+00,-3.022010619658895081e+01,1.691271736201080511e+00
7.196364119396696957e+00,-1.137787409460754962e+00,3.138448946356486413e+00,-3.022679142222937188e+01,1.690054394639869395e+00
7.205997806303519937e+00,-1.137805809563581017e+00,3.138473230650473678e+00,-3.023349686557743610e+01,1.688839798114362356e+00
7.215631493210342917e+00,-1.137824070402105647e+00,3.138497511534138251e+00,-3.024022002671483378e+01,1.687628292825399834e+00
7.225265180117166786e+00,-1.137842073617061800e+00,3.138521795157583671e+00,-3.024695729110554510e+01,1.686420031254575402e+00
7.234898867023988878e+00,-1.137859691294192732e+00,3.138546079435546865e+00,-3.025370498552255683e+01,1.685214933885484268e+00
7.244532553930811858e+00,-1.137876825359223965e+00,3.138570354732320489e+00,-3.026046044947039348e+01,1.684012720878421021e+00
7.254166240837634838e+00,-1.137893437754239789e+00,3.138594606845712676e+00,-3.026722279909275315e+01,1.682813004044252825e+00
7.263799927744456930e+00,-1.137909562228098581e+00,3.138618821373464485e+00,-3.027399315373136446e+01,1.681615411298318818e+00
7.273433614651280799e+00,-1.137925294205447191e+00,3.138642988127141820e+00,-3.028077425765070529e+01,1.680419706023638327e+00
7.283067301558103779e+00,-1.137940761890096519e+00,3.138667104248228146e+00,-3.028756961190218178e+01,1.679225865364477599e+00
7.292700988464926759e+00,-1.137956087467480559e+00,3.138691175080823736e+00,-3.029438237880982143e+01,1.678034093909164914e+00
7.302334675371748851e+00,-1.137971350260479575e+00,3.138715212541968835e+00,-3.030121438969307945e+01,1.676844768735882285e+00
7.311968362278571831e+00,-1.137986563060935374e+00,3.138739231493987702e+00,-3.030806555480538833e+01,1.675658332491406943e+00
7.321602049185394812e+00,-1.138001668809203615e+00,3.138763245230561605e+00,-3.031493385277377328e+01,1.674475166811390636e+00
7.331235736092217792e+00,-1.138016558570969394e+00,3.138787261454910382e+00,-3.032181590189122389e+01,1.673295484268771727e+00
7.340869422999040772e+00,-1.138031105267474752e+00,3.138811279974242918e+00,-3.032870794022123562e+01,1.672119271398483598e+00
7.350503109905863752e+00,-1.138045202831295066e+00,3.138835292807878208e+00,-3.033560691846509627e+01,1.670946299905499144e+00
7.360136796812686732e+00,-1.138058798837888963e+00,3.138859286668720827e+00,-3.034251137593147973e+01,1.669776202584077440e+00
7.369770483719508825e+00,-1.138071910687826538e+00,3.138883247054621961e+00,-3.034942183577564379e+01,1.668608590968378547e+00
7.379404170626332693e+00,-1.138084620457599172e+00,3.138907162697826880e+00,-3.035634060098698939e+01,1.667443179180750246e+00
7.389037857533155673e+00,-1.138097050052775838e+00,3.138931029015389118e+00,-3.036327101347343316e+01,1.666279876623128153e+00
7.398671544439977765e+00,-1.138109324295318858e+00,3.138954849511951917e+00,-3.037021640040728698e+01,1.665118821604373300e+00
7.408305231346800745e+00,-1.138121533231131854e+00,3.138978634713531779e+00,-3.037717902597911390e+01,1.663960345845580280e+00
7.417938918253623726e+00,-1.138133705147880814e+00,3.139002398964610752e+00,-3.038415936462368450e+01,1.662804880660351259e+00
7.427572605160446706e+00,-1.138145798494615946e+00,3.139026156071082596e+00,-3.039115591442288178e+01,1.661652833176185284e+00
7.437206292067269686e+00,-1.138157715109804125e+00,3.139049915120384782e+00,-3.039816560624580433e+01,1.660504469957121643e+00
7.446839978974092666e+00,-1.138169330663246104e+00,3.139073677752223013e+00,-3.040518468450876099e+01,1.659359843108861199e+00
7.456473665880915647e+00,-1.138180532983089410e+00,3.139097437707444538e+00,-3.041220979338929098e+01,1.658218781096185257e+00
7.466107352787738627e+00,-1.138191256563536147e+00,3.139121182785855613e+00,-3.041923894068577994e+01,1.657080946962991685e+00
7.475741039694560719e+00,-1.138201502747112182e+00,3.139144898609239842e+00,-3.042627204879041258e+01,1.655945946315010797e+00
7.485374726601384587e+00,-1.138211339472090744e+00,3.139168573037396825e+00,-3.043331092710999286e+01,1.654813452437146060e+00
7.495008413508207568e+00,-1.138220880721554140e+00,3.139192199889384138e+00,-3.044035867496851466e+01,1.653683310788327310e+00
7.504642100415029660e+00,-1.138230251996566134e+00,3.139215780837782077e+00,-3.044741869578886195e+01,1.652555591383567668e+00
7.514275787321852640e+00,-1.138239552377123598e+00,3.139239324903940531e+00,-3.045449362035818197e+01,1.651430573329931928e+00
7.523909474228675620e+00,-1.138248824744160448e+00,3.139262845714972716e+00,-3.046158446401832620e+01,1.650308666263833546e+00
7.533543161135498600e+00,-1.138258043214954940e+00,3.139286357364953428e+00,-3.046869027167295485e+01,1.649190292458575735e+00
7.543176848042321581e+00,-1.138267121572249740e+00,3.139309870145810422e+00,-3.047580835709831959e+01,1.648075765201699072e+00
7.552810534949144561e+00,-1.138275940057881686e+00,3.139333387449452228e+00,-3.048293506371348371e+01,1.646965200125521500e+00
7.562444221855967541e+00,-1.138284382312231724e+00,3.139356904782019786e+00,-3.049006681679211184e+01,1.645858486196898118e+00
7.572077908762789633e+00,-1.138292371171552908e+00,3.139380411184723219e+00,-3.049720114943920635e+01,1.644755325051628247e+00
7.581711595669612613e+00,-1.138299892415606696e+00,3.139403892621391190e+00,-3.050433739289208290e+01,1.643655326735411037e+00
7.591345282576436482e+00,-1.138306999261048613e+00,3.139427336294674742e+00,-3.051147682327949440e+01,1.642558132909944124e+00
7.600978969483259462e+00,-1.138313796285191248e+00,3.139450734572703183e+00,-3.051862222116428214e+01,1.641463530327582410e+00
7.610612656390081554e+00,-1.138320407737667184e+00,3.139474087330431207e+00,-3.052577697739186391e+01,1.640371520354331425e+00
7.620246343296904534e+00,-1.138326939942275517e+00,3.139497401996447667e+00,-3.053294401547860559e+01,1.639282323618136417e+00
7.629880030203727515e+00,-1.138333449265539477e+00,3.139520691297347010e+00,-3.054012485580336289e+01,1.638196318452264322e+00
7.639513717110549607e+00,-1.138339925399914021e+00,3.139543969393582934e+00,-3.054731910372496273e+01,1.637113931773646947e+00
7.649147404017373475e+00,-1.138346295014744491e+00,3.139567247589048371e+00,-3.055452451558110383e+01,1.636035515361317749e+00
7.658781090924196455e+00,-1.138352444606102853e+00,3.139590530923320522e+00,-3.056173762207293620e+01,1.634961244869091335e+00
7.668414777831019435e+00,-1.138358255528056251e+00,3.139613816682857106e+00,-3.056895472044225670e+01,1.633891072013060830e+00
7.678048464737841527e+00,-1.138363640494144180e+00,3.139637095279719237e+00,-3.057617293577730067e+01,1.632824744306335951e+00
7.687682151644664508e+00,-1.138368570418921921e+00,3.139660353223520328e+00,-3.058339103119599400e+01,1.631761886322844690e+00
7.697315838551487488e+00,-1.138373083444085498e+00,3.139683577275034665e+00,-3.059060972270810552e+01,1.630702117913208182e+00
7.706949525458310468e+00,-1.138377273446071536e+00,3.139706758512178730e+00,-3.059783140423726877e+01,1.629645173668434532e+00
7.716583212365133448e+00,-1.138381261583486959e+00,3.139729895069224064e+00,-3.060505936635344781e+01,1.628590987584737970e+00
7.726216899271956429e+00,-1.138385159602858243e+00,3.139752992717846691e+00,-3.061229674494792619e+01,1.627539717418596377e+00
7.735850586178779409e+00,-1.138389036109888508e+00,3.139776063118669747e+00,-3.061954551732198127e+01,1.626491701443395277e+00
7.745484273085601501e+00,-1.138392896079442940e+00,3.139799120282508849e+00,-3.062680584853340093e+01,1.625447360720192913e+00
7.755117959992425369e+00,-1.138396679814924539e+00,3.139822176324751357e+00,-3.063407598488300110e+01,1.624407076419122298e+00
7.764751646899248350e+00,-1.138400281622548915e+00,3.139845237808919887e+00,-3.064135272618482375e+01,1.623371079226810343e+00
7.774385333806070442e+00,-1.138403582456113838e+00,3.139868303792435089e+00,-3.064863233382956409e+01,1.622339384196906265e+00
7.784019020712893422e+00,-1.138406486544406349e+00,3.139891366165794562e+00,-3.065591160028571949e+01,1.621311790663385377e+00
7.793652707619716402e+00,-1.138408950825757326e+00,3.139914412175765612e+00,-3.066318875718356907e+01,1.620287947189252842e+00
7.803286394526539382e+00,-1.138410998235982907e+00,3.139937428357733928e+00,-3.067046394808381038e+01,1.619267461897512028e+00
7.812920081433362363e+00,-1.138412710841132158e+00,3.139960404674832173e+00,-3.067773912362305211e+01,1.618250024850430124e+00
7.822553768340185343e+00,-1.138414204960795484e+00,3.139983337601560454e+00,-3.068501739117420968e+01,1.617235505534134088e+00
7.832187455247008323e+00,-1.138415595911799860e+00,3.140006231214647947e+00,-3.069230201576056416e+01,1.616223996050543787e+00
7.841821142153830415e+00,-1.138416963146507310e+00,3.140029095963750905e+00,-3.069959537403211058e+01,1.615215787029430583e+00
7.851454829060653395e+00,-1.138418326411635650e+00,3.140051945502695396e+00,-3.070689817700585778e+01,1.614211283587410062e+00
7.861088515967477264e+00,-1.138419640167232627e+00,3.140074792552183247e+00,-3.071420919589739285e+01,1.613210886744453898e+00
7.870722202874300244e+00,-1.138420807920340616e+00,3.140097645057640108e+00,-3.072152557337839340e+01,1.612214876109881789e+00
7.880355889781122336e+00,-1.138421712053309776e+00,3.140120503812692032e+00,-3.072884362588621343e+01,1.611223329239104940e+00
7.889989576687945316e+00,-1.138422250014573756e+00,3.140143362269018912e+00,-3.073615989450029673e+01,1.610236101971481260e+00
7.899623263594768297e+00,-1.138422365823334559e+00,3.140166208585033925e+00,-3.074347212704693888e+01,1.609252875639896274e+00
7.909256950501590389e+00,-1.138422067295810303e+00,3.140189029283217970e+00,-3.075077989505762943e+01,1.608273256855327515e+00
7.918890637408414257e+00,-1.138421423777694841e+00,3.140211813397152607e+00,-3.075808465962305860e+01,1.607296899709245386e+00
7.928524324315237237e+00,-1.138420545122588168e+00,3.140234555842820630e+00,-3.076538926667449303e+01,1.606323613490474589e+00
7.938158011222060217e+00,-1.138419548371724987e+00,3.140257258988362832e+00,-3.077269702447610555e+01,1.605353423413125924e+00
7.947791698128882310e+00,-1.138418522323064508e+00,3.140279931948230630e+00,-3.078001064210353377e+01,1.604386566061156483e+00
7.957425385035705290e+00,-1.138417500796182980e+00,3.140302587822552560e+00,-3.078733134942215344e+01,1.603423420974110947e+00
7.967059071942529158e+00,-1.138416452721676020e+00,3.140325239728360973e+00,-3.079465846404977114e+01,1.602464399070651302e+00
7.976692758849352138e+00,-1.138415292035002579e+00,3.140347896835543828e+00,-3.080198953569347964e+01,1.601509821617342677e+00
7.986326445756174230e+00,-1.138413904309985680e+00,3.140370561615968281e+00,-3.080932102391035343e+01,1.600559826280506082e+00
7.995960132662997211e+00,-1.138412181971806048e+00,3.140393229141431153e+00,-3.081664930437326433e+01,1.599614328602048108e+00
8.005593819569821079e+00,-1.138410057333542946e+00,3.140415888639486397e+00,-3.082397169968312056e+01,1.598673050494393788e+00
8.015227506476643171e+00,-1.138407523390080778e+00,3.140438526827356913e+00,-3.083128722352604001e+01,1.597735607111529621e+00
8.024861193383465263e+00,-1.138404636059507258e+00,3.140461132003260936e+00,-3.083859681369059658e+01,1.596801625833574212e+00
8.034494880290289132e+00,-1.138401497233507254e+00,3.140483697646022865e+00,-3.084590298391995589e+01,1.595870861421557763e+00
8.044128567197111224e+00,-1.138398223849952151e+00,3.140506224426747206e+00,-3.085320900009078215e+01,1.594943272577905358e+00
8.053762254103935092e+00,-1.138394912449921303e+00,3.140528720023065379e+00,-3.086051782975796698e+01,1.594019036823772328e+00
8.063395941010757184e+00,-1.138391610035285106e+00,3.140551196797801037e+00,-3.086783118235394596e+01,1.593098499242619370e+00
8.073029627917581053e+00,-1.138388300096535355e+00,3.140573668054827738e+00,-3.087514892974679981e+01,1.592182070606971145e+00
8.082663314824403145e+00,-1.138384908034842491e+00,3.140596144016952973e+00,-3.088246908185482553e+01,1.591270105674577495e+00
8.092297001731225237e+00,-1.138381324279532425e+00,3.140618628752712471e+00,-3.088978832435891775e+01,1.590362798407773726e+00
8.101930688638049105e+00,-1.138377438011866971e+00,3.140641118986786662e+00,-3.089710295586695210e+01,1.589460125741202656e+00
8.111564375544872973e+00,-1.138373171188641342e+00,3.140663605152333115e+00,-3.090440994136817210e+01,1.588561856850747134e+00
8.121198062451695066e+00,-1.138368502492070444e+00,3.140686074359180235e+00,-3.091170776383300378e+01,1.587667625091593981e+00
8.130831749358517158e+00,-1.138363473927376690e+00,3.140708514368522053e+00,-3.091899681691147705e+01,1.586777040850541942e+00
8.140465436265341026e+00,-1.138358178096666062e+00,3.140730917359991103e+00,-3.092627922039051569e+01,1.585889811212280565e+00
8.150099123172163118e+00,-1.138352730073405095e+00,3.140753282343074826e+00,-3.093355811445768566e+01,1.585005830299177410e+00
8.159732810078986986e+00,-1.138347232487734395e+00,3.140775615480793093e+00,-3.094083664618480256e+01,1.584125213020748157e+00
8.169366496985809079e+00,-1.138341744482869400e+00,3.140797928231715552e+00,-3.094811695446004407e+01,1.583248262073892354e+00
8.179000183892632947e+00,-1.138336263998415809e+00,3.140820233881743029e+00,-3.095539945988311104e+01,1.582375378196085869e+00
8.188633870799455039e+00,-1.138330728751957066e+00,3.140842543526702890e+00,-3.096268267388342110e+01,1.581506940801763461e+00
8.198267557706277131e+00,-1.138325035577305577e+00,3.140864862731834961e+00,-3.096996358444087249e+01,1.580643195059918238e+00
8.207901244613100999e+00,-1.138319072182334191e+00,3.140887189885118058e+00,-3.097723850166544679e+01,1.579784179509159836e+00
8.217534931519923092e+00,-1.138312751615891738e+00,3.140909516742691476e+00,-3.098450410768172603e+01,1.578929716051765464e+00
8.227168618426746960e+00,-1.138306038929224995e+00,3.140931830995180807e+00,-3.099175839366244745e+01,1.578079465322135055e+00
8.236802305333569052e+00,-1.138298961920490182e+00,3.140954120067986910e+00,-3.099900120105443335e+01,1.577233030679327630e+00
8.246435992240392920e+00,-1.138291602721691831e+00,3.140976374994119080e+00,-3.100623420370224537e+01,1.576390079392768984e+00
8.256069679147215012e+00,-1.138284072835439531e+00,3.140998593178618847e+00,-3.101346033652779965e+01,1.575550444409958173e+00
8.265703366054038881e+00,-1.138276479269127339e+00,3.141020779214148906e+00,-3.102068284359551598e+01,1.574714175977364405e+00
8.275337052960860973e+00,-1.138268892111594210e+00,3.141042943503352003e+00,-3.102790423326904090e+01,1.573881527547649650e+00
8.284970739867683065e+00,-1.138261323434845318e+00,3.141065099112816394e+00,-3.103512545607864581e+01,1.573052880261372133e+00
8.294604426774506933e+00,-1.138253723928958960e+00,3.141087257821697953e+00,-3.104234555350147673e+01,1.572228628839850817e+00
8.304238113681329025e+00,-1.138245998257900737e+00,3.141109426571527141e+00,-3.104956188353106938e+01,1.571409063368896630e+00
8.313871800588152894e+00,-1.138238034413635802e+00,3.141131605398777893e+00,-3.105677085468174781e+01,1.570594282680159992e+00
8.323505487494974986e+00,-1.138229738088541110e+00,3.141153787477376724e+00,-3.106396894654217888e+01,1.569784165481532323e+00
8.333139174401798854e+00,-1.138221061574976378e+00,3.141175961253677595e+00,-3.107115370850851832e+01,1.568978407937305475e+00
8.342772861308620946e+00,-1.138212018392088742e+00,3.141198114018462828e+00,-3.107832443500650754e+01,1.568176616323234240e+00
8.352406548215443038e+00,-1.138202679210403856e+00,3.141220235823801055e+00,-3.108548231333573497e+01,1.567378426746416364e+00
8.362040235122266907e+00,-1.138193150356431094e+00,3.141242322549741228e+00,-3.109262999966990648e+01,1.566583615752118241e+00
8.371673922029090775e+00,-1.138183541488053896e+00,3.141264377187580781e+00,-3.109977075153232562e+01,1.565792168406424212e+00
8.381307608935912867e+00,-1.138173932319751502e+00,3.141286408952168596e+00,-3.110690737900759117e+01,1.565004283304497701e+00
8.390941295842734959e+00,-1.138164348545281257e+00,3.141308430498457316e+00,-3.111404133159447127e+01,1.564220313017435027e+00
8.400574982749558828e+00,-1.138154754280201519e+00,3.141330454094964253e+00,-3.112117219649523392e+01,1.563440657993379501e+00
8.410208669656380920e+00,-1.138145063294276227e+00,3.141352487923062764e+00,-3.112829775974979540e+01,1.562665645980745976e+00
