Frequency (GHz), Wave Refl (dB), Wave Refl (rad), Wave Trans (dB), Wave Trans (rad)
6.444936540664512492e+00,-1.564121769384908944e+01,1.875811457893560519e+00,-1.121427577229159134e+01,3.003290471036556220e+00
6.454570227571334584e+00,-1.568444619912457583e+01,1.882901205177483828e+00,-1.117702944273794863e+01,2.996521739202332668e+00
6.464203914478157564e+00,-1.572655632962689154e+01,1.890036177074835733e+00,-1.114001467133831014e+01,2.989749318505130482e+00
6.473837601384981433e+00,-1.576753849386952133e+01,1.897212959557137868e+00,-1.110323015141442227e+01,2.982973447439748238e+00
6.483471288291803525e+00,-1.580738399239643499e+01,1.904428083238344671e+00,-1.106667451561938798e+01,2.976194343384506169e+00
6.493104975198626505e+00,-1.584608511605821590e+01,1.911678019818169316e+00,-1.103034642410610999e+01,2.969412202742621965e+00
6.502738662105449485e+00,-1.588363527239703465e+01,1.918959184963317188e+00,-1.099424463876103708e+01,2.962627206264272228e+00
6.512372349012272466e+00,-1.592002910574785446e+01,1.926267948554372555e+00,-1.095836806239987382e+01,2.955839527938316724e+00
6.522006035919095446e+00,-1.595526257751908439e+01,1.933600650945316080e+00,-1.092271573223234604e+01,2.949049344832894715e+00
6.531639722825918426e+00,-1.598933298454250540e+01,1.940953622007010937e+00,-1.088728677026366753e+01,2.942256845025235545e+00
6.541273409732741406e+00,-1.602223891184401339e+01,1.948323198850337779e+00,-1.085208030571191173e+01,2.935462231351724238e+00
6.550907096639563498e+00,-1.605398013589454820e+01,1.955705738532241611e+00,-1.081709539240957518e+01,2.928665719947827206e+00
6.560540783546386479e+00,-1.608455750914078664e+01,1.963097623616792964e+00,-1.078233094530583358e+01,2.921867534067470462e+00
6.570174470453209459e+00,-1.611397286170676679e+01,1.970495260704084206e+00,-1.074778571434952568e+01,2.915067895030117207e+00
6.579808157360033327e+00,-1.614222894995087998e+01,1.977895074247620233e+00,-1.071345830298983870e+01,2.908267012950700448e+00
6.589441844266855419e+00,-1.616932946597293608e+01,1.985293499458146815e+00,-1.067934722553932048e+01,2.901465079936787372e+00
6.599075531173678399e+00,-1.619527910208345389e+01,1.992686978369260453e+00,-1.064545098648024890e+01,2.894662267690471413e+00
6.608709218080501380e+00,-1.622008364600391062e+01,2.000071962125514524e+00,-1.061176815866264000e+01,2.887858730155093312e+00
6.618342904987323472e+00,-1.624375007193310694e+01,2.007444920563630220e+00,-1.057829743794845889e+01,2.881054610380816783e+00
6.627976591894147340e+00,-1.626628659297698221e+01,2.014802357817155887e+00,-1.054503765894225076e+01,2.874250049573961796e+00
6.637610278800970320e+00,-1.628770265171535314e+01,2.022140830722907623e+00,-1.051198776788573319e+01,2.867445195689038329e+00
6.647243965707793301e+00,-1.630800884434001574e+01,2.029456965860964690e+00,-1.047914676122448085e+01,2.860640209087250696e+00
6.656877652614615393e+00,-1.632721679397362635e+01,2.036747471419793953e+00,-1.044651360817415764e+01,2.853835263663772714e+00
6.666511339521438373e+00,-1.634533900411059193e+01,2.044009141633108317e+00,-1.041408718001691547e+01,2.847030543175748107e+00
6.676145026428261353e+00,-1.636238872877226314e+01,2.051238853797018091e+00,-1.038186620663839577e+01,2.840226233894132868e+00
6.685778713335084333e+00,-1.637837989015510942e+01,2.058433560132506557e+00,-1.034984927269365151e+01,2.833422515752349380e+00
6.695412400241907314e+00,-1.639332705909998111e+01,2.065590278299378912e+00,-1.031803485418335598e+01,2.826619554574087978e+00
6.705046087148730294e+00,-1.640724549349410211e+01,2.072706084708157093e+00,-1.028642138452520172e+01,2.819817497620652702e+00
6.714679774055553274e+00,-1.642015121110017262e+01,2.079778113810289319e+00,-1.025500733079984883e+01,2.813016473712653731e+00
6.724313460962375366e+00,-1.643206106215046702e+01,2.086803564579627679e+00,-1.022379125812789979e+01,2.806216597843846916e+00
6.733947147869199235e+00,-1.644299276684829891e+01,2.093779713050250457e+00,-1.019277186381533085e+01,2.799417978906957316e+00
6.743580834776022215e+00,-1.645296489373401627e+01,2.100703927786600644e+00,-1.016194797185278098e+01,2.792620728267119379e+00
6.753214521682844307e+00,-1.646199677327562583e+01,2.107573684157039828e+00,-1.013131848992376582e+01,2.785824966698990046e+00
6.762848208589667287e+00,-1.647010836123861566e+01,2.114386573575457895e+00,-1.010088234189387535e+01,2.779030827704688456e+00
6.772481895496490267e+00,-1.647732008202381948e+01,2.121140305372866131e+00,-1.007063839569906527e+01,2.772238456298569798e+00
6.782115582403313248e+00,-1.648365268834013264e+01,2.127832701188984821e+00,-1.004058540766143892e+01,2.765448003666224341e+00
6.791749269310136228e+00,-1.648912716838612269e+01,2.134461684031871975e+00,-1.001072199927836692e+01,2.758659619294212550e+00
6.801382956216959208e+00,-1.649376471681529210e+01,2.141025265733479621e+00,-9.981046672962142097e+00,2.751873442881639154e+00
6.811016643123782188e+00,-1.649758676585679495e+01,2.147521536938329589e+00,-9.951557861868245425e+00,2.745089598383243512e+00
6.820650330030604280e+00,-1.650061505430944919e+01,2.153948662877502418e+00,-9.922253999137859992e+00,2.738308191892321553e+00
6.830284016937427261e+00,-1.650287170055707264e+01,2.160304886283765935e+00,-9.893133586414933234e+00,2.731529313943111603e+00
6.839917703844250241e+00,-1.650437924485605379e+01,2.166588536494013173e+00,-9.864195241915201251e+00,2.724753045527685824e+00
6.849551390751074109e+00,-1.650516063615155105e+01,2.172798041787087797e+00,-9.835437714441905399e+00,2.717979466055021831e+00
6.859185077657896201e+00,-1.650523915640263439e+01,2.178931940942263612e+00,-9.806859859733338070e+00,2.711208660936173853e+00
6.868818764564719181e+00,-1.650463829525557458e+01,2.184988890203765521e+00,-9.778460586461726223e+00,2.704440726611227586e+00
6.878452451471542162e+00,-1.650338160368089291e+01,2.190967663230765972e+00,-9.750238787909164984e+00,2.697675771596099281e+00
6.888086138378365142e+00,-1.650149256197275704e+01,2.196867143758580276e+00,-9.722193279329303550e+00,2.690913913293327298e+00
6.897719825285188122e+00,-1.649899449323341116e+01,2.202686312920947298e+00,-9.694322759157531166e+00,2.684155271539508725e+00
6.907353512192011102e+00,-1.649591053952223163e+01,2.208424234791191765e+00,-9.666625805150127704e+00,2.677399960797028466e+00
6.916987199098834083e+00,-1.649226369864596364e+01,2.214080044194047581e+00,-9.639100906313075257e+00,2.670648083271625950e+00
6.926620886005656175e+00,-1.648807690111400959e+01,2.219652940072783132e+00,-9.611746521111960817e+00,2.663899724947398795e+00
6.936254572912479155e+00,-1.648337309482419499e+01,2.225142185915117921e+00,-9.584561144935143773e+00,2.657154955667391683e+00
6.945888259819302135e+00,-1.647817530325616886e+01,2.230547116507048067e+00,-9.557543367263049205e+00,2.650413833206104020e+00
6.955521946726126004e+00,-1.647250663181920771e+01,2.235867148294570672e+00,-9.530691902157867545e+00,2.643676410125107790e+00
6.965155633632948096e+00,-1.646639021369602673e+01,2.241101789506085851e+00,-9.504005583562726400e+00,2.636942741408423441e+00
6.974789320539771076e+00,-1.645984910579634786e+01,2.246250646267530460e+00,-9.477483327165433735e+00,2.630212890667036341e+00
6.984423007446594056e+00,-1.645290616127680750e+01,2.251313422194518132e+00,-9.451124070245445097e+00,2.623486933136459864e+00
6.994056694353416148e+00,-1.644558391259823793e+01,2.256289910973738877e+00,-9.424926707192989639e+00,2.616764954636028317e+00
7.003690381260240017e+00,-1.643790449600568593e+01,2.261179983613839539e+00,-9.398890039482139969e+00,2.610047046835529905e+00
7.013324068167062997e+00,-1.642988963566461535e+01,2.265983573680606877e+00,-9.373012754524513213e+00,2.603333300241147175e+00
7.022957755073885977e+00,-1.642156068746326270e+01,2.270700664429128324e+00,-9.347293439336951337e+00,2.596623796960759734e+00
7.032591441980708069e+00,-1.641293872438484769e+01,2.275331281129254091e+00,-9.321730624819306144e+00,2.589918605354604608e+00
7.042225128887531049e+00,-1.640404463297285531e+01,2.279875490250260039e+00,-9.296322847606516504e+00,2.583217778112911311e+00
7.051858815794354030e+00,-1.639489918754446052e+01,2.284333405038495801e+00,-9.271068711478166691e+00,2.576521354296192445e+00
7.061492502701177010e+00,-1.638552307626810745e+01,2.288705195051756736e+00,-9.245966930588370047e+00,2.569829364721260223e+00
7.071126189607999990e+00,-1.637593686861728770e+01,2.292991096014183938e+00,-9.221016342193706805e+00,2.563141839111868325e+00
7.080759876514822970e+00,-1.636616093222371404e+01,2.297191416290567112e+00,-9.196215885496275888e+00,2.556458812934727653e+00
7.090393563421645950e+00,-1.635621532302891623e+01,2.301306537359726789e+00,-9.171564553064495584e+00,2.549780331949980550e+00
7.100027250328468043e+00,-1.634611968099159185e+01,2.305336907550247894e+00,-9.147061329186570333e+00,2.543106453183665572e+00
7.109660937235291911e+00,-1.633589316192734131e+01,2.309283030399492453e+00,-9.122705133180991410e+00,2.536437242077123955e+00
7.119294624142114891e+00,-1.632555442493696063e+01,2.313145450659575886e+00,-9.098494784105481514e+00,2.529772766678275886e+00
7.128928311048936983e+00,-1.631512167782835121e+01,2.316924741691821943e+00,-9.074428996971343864e+00,2.523113090590198837e+00
7.138561997955759963e+00,-1.630461276526122560e+01,2.320621497550569678e+00,-9.050506411357011061e+00,2.516458266739110883e+00
7.148195684862582944e+00,-1.629404527149758053e+01,2.324236331602967720e+00,-9.026725643914055297e+00,2.509808333770234601e+00
7.157829371769405924e+00,-1.628343660554530459e+01,2.327769881519894390e+00,-9.003085349396846127e+00,2.503163316104143110e+00
7.167463058676228904e+00,-1.627280404232793387e+01,2.331222818528380980e+00,-8.979584272492020958e+00,2.496523227616975316e+00
7.177096745583051884e+00,-1.626216470742049935e+01,2.334595857536211128e+00,-8.956221275524891112e+00,2.489888077857367765e+00
7.186730432489874865e+00,-1.625153551051478473e+01,2.337889764513015667e+00,-8.932995334226159656e+00,2.483257878985486222e+00
7.196364119396696957e+00,-1.624093304866429577e+01,2.341105358400533021e+00,-8.909905503062079291e+00,2.476632651423590570e+00
7.205997806303519937e+00,-1.623037350963701186e+01,2.344243506545246269e+00,-8.886950860446651390e+00,2.470012426596057686e+00
7.215631493210342917e+00,-1.621987260557424193e+01,2.347305114663688741e+00,-8.864130449913229626e+00,2.463397245992807072e+00
7.225265180117166786e+00,-1.620944555773138873e+01,2.350291114041921148e+00,-8.841443234377816651e+00,2.456787156862041410e+00
7.234898867023988878e+00,-1.619910713733092322e+01,2.353202449518842165e+00,-8.818888076704897827e+00,2.450182205813817404e+00
7.244532553930811858e+00,-1.618887175037532344e+01,2.356040071554388771e+00,-8.796463752061709940e+00,2.443582432212938027e+00
7.254166240837634838e+00,-1.617875354093652618e+01,2.358804934423111899e+00,-8.774168988284408499e+00,2.436987863287608747e+00
7.263799927744456930e+00,-1.616876648201876421e+01,2.361498000695666732e+00,-8.752002522377189564e+00,2.430398512369053687e+00
7.273433614651280799e+00,-1.615892442718848798e+01,2.364120250256768418e+00,-8.729963156664682700e+00,2.423814380759024001e+00
7.283067301558103779e+00,-1.614924110844676619e+01,2.366672690745034391e+00,-8.708049798329707158e+00,2.417235462665892953e+00
7.292700988464926759e+00,-1.613973008246041019e+01,2.369156365902050254e+00,-8.686261470999379952e+00,2.410661751763181648e+00
7.302334675371748851e+00,-1.613040464313166567e+01,2.371572358999471053e+00,-8.664597295230361595e+00,2.404093247463082506e+00
7.311968362278571831e+00,-1.612127772871951237e+01,2.373921790057197612e+00,-8.643056443792021426e+00,2.397529959092888685e+00
7.321602049185394812e+00,-1.611236185323231851e+01,2.376205807492880240e+00,-8.621638084922821577e+00,2.390971906782840772e+00
7.331235736092217792e+00,-1.610366908419815246e+01,2.378425576560415422e+00,-8.600341330140723883e+00,2.384419118836406781e+00
7.340869422999040772e+00,-1.609521107458059674e+01,2.380582267917926487e+00,-8.579165201758824466e+00,2.377871626376717895e+00
7.350503109905863752e+00,-1.608699913998415454e+01,2.382677049618810550e+00,-8.558108629438779147e+00,2.371329456848767947e+00
7.360136796812686732e+00,-1.607904435848695712e+01,2.384711084764086664e+00,-8.537170476622872428e+00,2.364792628279290820e+00
7.369770483719508825e+00,-1.607135766365582441e+01,2.386685535320621554e+00,-8.516349589002569331e+00,2.358261145964374528e+00
7.379404170626332693e+00,-1.606394990356419328e+01,2.388601570732682866e+00,-8.495644850828643513e+00,2.351735002539453667e+00
7.389037857533155673e+00,-1.605683184919629625e+01,2.390460378508921124e+00,-8.475055232676094619e+00,2.345214181398079134e+00
7.398671544439977765e+00,-1.605001415119301100e+01,2.392263173391969033e+00,-8.454579816857355823e+00,2.338698662453251309e+00
7.408305231346800745e+00,-1.604350725968650337e+01,2.394011202183965015e+00,-8.434217793252575035e+00,2.332188428560594495e+00
7.417938918253623726e+00,-1.603732133315084241e+01,2.395705742658612358e+00,-8.413968426962634695e+00,2.325683470740279812e+00
7.427572605160446706e+00,-1.603146616538115765e+01,2.397348096818963548e+00,-8.393831007368826036e+00,2.319183790694579361e+00
7.437206292067269686e+00,-1.602595115397957670e+01,2.398939580498066437e+00,-8.373804793529576074e+00,2.312689399912470023e+00
7.446839978974092666e+00,-1.602078532088032148e+01,2.400481512416841046e+00,-8.353888971822613030e+00,2.306200315648627708e+00
7.456473665880915647e+00,-1.601597737945428790e+01,2.401975205972638250e+00,-8.334082638090889006e+00,2.299716554970868021e+00
7.466107352787738627e+00,-1.601153582849632784e+01,2.403421966190035342e+00,-8.314384809358925210e+00,2.293238128624819350e+00
7.475741039694560719e+00,-1.600746904525193059e+01,2.404823092685263397e+00,-8.294794461561970422e+00,2.286765036507992122e+00
7.485374726601384587e+00,-1.600378535003675040e+01,2.406179887663807193e+00,-8.275310582187190178e+00,2.280297266067715878e+00
7.495008413508207568e+00,-1.600049302377294680e+01,2.407493666447438230e+00,-8.255932222450500291e+00,2.273834794080237920e+00
7.504642100415029660e+00,-1.599760027419094399e+01,2.408765767275476755e+00,-8.236658533849656294e+00,2.267377591282715876e+00
7.514275787321852640e+00,-1.599511516209169315e+01,2.409997557370537447e+00,-8.217488778557282103e+00,2.260925628503142271e+00
7.523909474228675620e+00,-1.599304551115644202e+01,2.411190433421404045e+00,-8.198422310779616140e+00,2.254478882504773019e+00
7.533543161135498600e+00,-1.599139882965529225e+01,2.412345816355852435e+00,-8.179458534664906466e+00,2.248037339854009442e+00
7.543176848042321581e+00,-1.599018226859826264e+01,2.413465142026932853e+00,-8.160596851136038055e+00,2.241600997704315645e+00
7.552810534949144561e+00,-1.598940262959251513e+01,2.414549850683507692e+00,-8.141836609179156525e+00,2.235169861291455895e+00
7.562444221855967541e+00,-1.598906642039287185e+01,2.415601378461850413e+00,-8.123177075744399289e+00,2.228743938893036791e+00
7.572077908762789633e+00,-1.598917994153169175e+01,2.416621153512179987e+00,-8.104617432928218790e+00,2.222323235739215530e+00
7.581711595669612613e+00,-1.598974937793852646e+01,2.417610597956375340e+00,-8.086156803125795989e+00,2.215907748659223575e+00
7.591345282576436482e+00,-1.599078086797310405e+01,2.418571135096050373e+00,-8.067794294699456970e+00,2.209497463025490216e+00
7.600978969483259462e+00,-1.599228052922150489e+01,2.419504199696654201e+00,-8.049529054774474446e+00,2.203092352881006910e+00
7.610612656390081554e+00,-1.599425443359814736e+01,2.420411248248289571e+00,-8.031360313762737846e+00,2.196692384204955495e+00
7.620246343296904534e+00,-1.599670853971627693e+01,2.421293766126654035e+00,-8.013287408694774072e+00,2.190297520358483574e+00
7.629880030203727515e+00,-1.599964860342647910e+01,2.422153269537863807e+00,-7.995309778668378442e+00,2.183907728122458813e+00
7.639513717110549607e+00,-1.600308009394747089e+01,2.422991301732838387e+00,-7.977426933868994041e+00,2.177522982574123578e+00
7.649147404017373475e+00,-1.600700814115676351e+01,2.423809424730531514e+00,-7.959638407302801255e+00,2.171143269395662045e+00
7.658781090924196455e+00,-1.601143752996351566e+01,2.424609209159804379e+00,-7.941943703373596009e+00,2.164768583961788728e+00
7.668414777831019435e+00,-1.601637274321342730e+01,2.425392225400884616e+00,-7.924342258288613827e+00,2.158398927494194819e+00
7.678048464737841527e+00,-1.602181803969604346e+01,2.426160038807419816e+00,-7.906833423766127744e+00,2.152034301423488838e+00
7.687682151644664508e+00,-1.602777754307203395e+01,2.426914210543506201e+00,-7.889416478680390199e+00,2.145674701616170132e+00
7.697315838551487488e+00,-1.603425531417685690e+01,2.427656303858353404e+00,-7.872090665122185804e+00,2.139320114156240571e+00
7.706949525458310468e+00,-1.604125538419328478e+01,2.428387893966978517e+00,-7.854855238256345018e+00,2.132970513910955823e+00
7.716583212365133448e+00,-1.604878173806884334e+01,2.429110578612122318e+00,-7.837709515383314951e+00,2.126625866293993639e+00
7.726216899271956429e+00,-1.605683825265089482e+01,2.429825986182346131e+00,-7.820652909904298511e+00,2.120286131706147881e+00
7.735850586178779409e+00,-1.606542860771943637e+01,2.430535779013381248e+00,-7.803684940346330201e+00,2.113951271355792194e+00
7.745484273085601501e+00,-1.607455619624149534e+01,2.431241650973677615e+00,-7.786805211909681113e+00,2.107621252764711350e+00
7.755117959992425369e+00,-1.608422406027950302e+01,2.431945320180718628e+00,-7.770013376015477924e+00,2.101296053363521210e+00
7.764751646899248350e+00,-1.609443487103652259e+01,2.432648519180009572e+00,-7.753309079718851748e+00,2.094975661144032664e+00
7.774385333806070442e+00,-1.610519095794355593e+01,2.433352985691547232e+00,-7.736691919757367586e+00,2.088660072197703776e+00
7.784019020712893422e+00,-1.611649437662785189e+01,2.434060456854338028e+00,-7.720161414593922800e+00,2.082349285877498346e+00
7.793652707619716402e+00,-1.612834699363919455e+01,2.434772668831686637e+00,-7.703717002514930634e+00,2.076043299010216447e+00
7.803286394526539382e+00,-1.614075056059209956e+01,2.435491362004515103e+00,-7.687358066217559127e+00,2.069742100857589584e+00
7.812920081433362363e+00,-1.615370675349708307e+01,2.436218290275044218e+00,-7.671083976595170384e+00,2.063445670299602686e+00
7.822553768340185343e+00,-1.616721716355005967e+01,2.436955231748428208e+00,-7.654894142859704154e+00,2.057153976060035028e+00
7.832187455247008323e+00,-1.618128324033045118e+01,2.437703997637546305e+00,-7.638788054339280542e+00,2.050866979904131249e+00
7.841821142153830415e+00,-1.619590620275005577e+01,2.438466436775095225e+00,-7.622765301769812041e+00,2.044584641871918684e+00
7.851454829060653395e+00,-1.621108694281092255e+01,2.439244434453450072e+00,-7.606825571922652074e+00,2.038306926020463372e+00
7.861088515967477264e+00,-1.622682594930859068e+01,2.440039906039544793e+00,-7.590968617207392022e+00,2.032033805005479810e+00
7.870722202874300244e+00,-1.624312327241442588e+01,2.440854787403255344e+00,-7.575194209180233784e+00,2.025765262177133152e+00
7.880355889781122336e+00,-1.625997853747429289e+01,2.441691025168101437e+00,-7.559502089549691384e+00,2.019501290594611476e+00
7.889989576687945316e+00,-1.627739100120061977e+01,2.442550569845989727e+00,-7.543891932952142554e+00,2.013241889264810958e+00
7.899623263594768297e+00,-1.629535963033135104e+01,2.443435374035759278e+00,-7.528363332285509024e+00,2.006987057719155310e+00
7.909256950501590389e+00,-1.631388317578200287e+01,2.444347396315867282e+00,-7.512915810770047997e+00,2.000736790523452324e+00
7.918890637408414257e+00,-1.633296021648480689e+01,2.445288609716131045e+00,-7.497548857091931751e+00,1.994491073329765829e+00
7.928524324315237237e+00,-1.635258915615455777e+01,2.446261012243913679e+00,-7.482261973261463694e+00,1.988249881623844306e+00
7.938158011222060217e+00,-1.637276817039770549e+01,2.447266636297436015e+00,-7.467054721140634399e+00,1.982013182531183748e+00
7.947791698128882310e+00,-1.639349511657803760e+01,2.448307554120770391e+00,-7.451926754028345812e+00,1.975780939150922677e+00
7.957425385035705290e+00,-1.641476743009261696e+01,2.449385877645673393e+00,-7.436877824095482481e+00,1.969553116150669636e+00
7.967059071942529158e+00,-1.643658203475145640e+01,2.450503752763692145e+00,-7.421907763539494773e+00,1.963329684991321544e+00
7.976692758849352138e+00,-1.645893529054395898e+01,2.451663349760451638e+00,-7.407016445004926730e+00,1.957110627264062153e+00
7.986326445756174230e+00,-1.648182299053000932e+01,2.452866852807304543e+00,-7.392203732850300746e+00,1.950895935177513474e+00
7.995960132662997211e+00,-1.650524040342180854e+01,2.454116451685993905e+00,-7.377469439476863400e+00,1.944685609067902998e+00
8.005593819569821079e+00,-1.652918234424348753e+01,2.455414338231096671e+00,-7.362813299411805623e+00,1.938479652674575782e+00
8.015227506476643171e+00,-1.655364324660971320e+01,2.456762708519898197e+00,-7.348234968614823615e+00,1.932278067573298896e+00
8.024861193383465263e+00,-1.657861720937611594e+01,2.458163770061874587e+00,-7.333734049087982321e+00,1.926080848401447110e+00
8.034494880290289132e+00,-1.660409799795937857e+01,2.459619751682131206e+00,-7.319310131478137471e+00,1.919887980272949157e+00
8.044128567197111224e+00,-1.663007899423266878e+01,2.461132912932414207e+00,-7.304962843126877381e+00,1.913699439137152014e+00
8.053762254103935092e+00,-1.665655310443785808e+01,2.462705549966017315e+00,-7.290691887467004584e+00,1.907515194973614658e+00
8.063395941010757184e+00,-1.668351264727363770e+01,2.464339995852275145e+00,-7.276497063231481377e+00,1.901335216886667068e+00
8.073029627917581053e+00,-1.671094925031288625e+01,2.466038614968550924e+00,-7.262378257869705145e+00,1.895159478611150528e+00
8.082663314824403145e+00,-1.673885378030335147e+01,2.467803792886784198e+00,-7.248335417115479018e+00,1.888987962824670852e+00
8.092297001731225237e+00,-1.676721632246418281e+01,2.469637924523353512e+00,-7.234368499612337189e+00,1.882820663014710849e+00
8.101930688638049105e+00,-1.679602620876494967e+01,2.471543403828321495e+00,-7.220477429842341088e+00,1.876657582366663579e+00
8.111564375544872973e+00,-1.682527207997429741e+01,2.473522617792849321e+00,-7.206662063063324908e+00,1.870498730010645927e+00
8.121198062451695066e+00,-1.685494195565378917e+01,2.475577946197759616e+00,-7.192922172412901105e+00,1.864344115735737439e+00
8.130831749358517158e+00,-1.688502328353580140e+01,2.477711766722630937e+00,-7.179257461831739739e+00,1.858193744725085583e+00
8.140465436265341026e+00,-1.691550294575318958e+01,2.479926463333840037e+00,-7.165667600902123624e+00,1.852047613855051456e+00
8.150099123172163118e+00,-1.694636721239340460e+01,2.482224434794416901e+00,-7.152152271301583930e+00,1.845905710640300512e+00
8.159732810078986986e+00,-1.697760164888465440e+01,2.484608100023259158e+00,-7.138711211201258067e+00,1.839768015130412770e+00
8.169366496985809079e+00,-1.700919099788364619e+01,2.487079897917809923e+00,-7.125344244573127206e+00,1.833634504199865622e+00
8.179000183892632947e+00,-1.704111906425864120e+01,2.489642280877732539e+00,-7.112051286813487749e+00,1.827505156974754463e+00
8.188633870799455039e+00,-1.707336863096788804e+01,2.492297703133213638e+00,-7.098832325034846846e+00,1.821379959810191629e+00
8.198267557706277131e+00,-1.710592142430385465e+01,2.495048606518083023e+00,-7.085687378788244395e+00,1.815258909367390316e+00
8.207901244613100999e+00,-1.713875813191723196e+01,2.497897407059348041e+00,-7.072616452685953625e+00,1.809142012898412366e+00
8.217534931519923092e+00,-1.717185846084622369e+01,2.500846485449517598e+00,-7.059619494734942435e+00,1.803029285665075143e+00
8.227168618426746960e+00,-1.720520121043918849e+01,2.503898183211815009e+00,-7.046696372488660209e+00,1.796920746256609025e+00
8.236802305333569052e+00,-1.723876433041006706e+01,2.507054804540688853e+00,-7.033846873884575857e+00,1.790816411183272727e+00
8.246435992240392920e+00,-1.727252493881143636e+01,2.510318621959763519e+00,-7.021070732398490222e+00,1.784716290331586519e+00
8.256069679147215012e+00,-1.730645928712782933e+01,2.513691882654801368e+00,-7.008367669034019087e+00,1.778620384611073746e+00
8.265703366054038881e+00,-1.734054267622302348e+01,2.517176812011856057e+00,-6.995737438756743032e+00,1.772528686478179294e+00
8.275337052960860973e+00,-1.737474934245205915e+01,2.520775611630821089e+00,-6.983179867709029764e+00,1.766441183179627394e+00
8.284970739867683065e+00,-1.740905234305208893e+01,2.524490450673107844e+00,-6.970694870267795551e+00,1.760357861761991050e+00
8.294604426774506933e+00,-1.744342347087519940e+01,2.528323451356039975e+00,-6.958282440928393875e+00,1.754278714379319482e+00
8.304238113681329025e+00,-1.747783322024930897e+01,2.532276671124996881e+00,-6.945942623374180336e+00,1.748203742346363665e+00
8.313871800588152894e+00,-1.751225081072946921e+01,2.536352084983404698e+00,-6.933675465762254575e+00,1.742132957755072153e+00
8.323505487494974986e+00,-1.754664425832828201e+01,2.540551571339426218e+00,-6.921480975270704938e+00,1.736066382187388513e+00
8.333139174401798854e+00,-1.758098046979705131e+01,2.544876903564562198e+00,-6.909359085142026125e+00,1.730004042907959061e+00
8.342772861308620946e+00,-1.761522532905457439e+01,2.549329747604758278e+00,-6.897309643772850940e+00,1.723945967656994371e+00
8.352406548215443038e+00,-1.764934374801743644e+01,2.553911664008784221e+00,-6.885332428928043313e+00,1.717892179570846611e+00
8.362040235122266907e+00,-1.768329966599433689e+01,2.558624111255160649e+00,-6.873427182796225665e+00,1.711842693717287922e+00
8.371673922029090775e+00,-1.771705599885642712e+01,2.563468446735228667e+00,-6.861593657510666411e+00,1.705797516256703839e+00
8.381307608935912867e+00,-1.775057455613716328e+01,2.568445922359620326e+00,-6.849831657715297339e+00,1.699756646469480881e+00
8.390941295842734959e+00,-1.778381595577346630e+01,2.573557673321830830e+00,-6.838141067645807425e+00,1.693720081050021475e+00
8.400574982749558828e+00,-1.781673956871977538e+01,2.578804700598587463e+00,-6.826521854753377916e+00,1.687687819405014444e+00
8.410208669656380920e+00,-1.784930351826826822e+01,2.584187849660902536e+00,-6.814974048782426408e+00,1.681659868401630842e+00
8.419842356563203012e+00,-1.788146474379592021e+01,2.589707789020855078e+00,-6.803497702404104786e+00,1.675636245175004646e+00
8.429476043470026880e+00,-1.791317912046812921e+01,2.595364992281590233e+00,-6.792092844898382609e+00,1.669616977175027772e+00
8.439109730376850749e+00,-1.794440161080679630e+01,2.601159726268580386e+00,-6.780759442393394565e+00,1.663602099442301752e+00
8.448743417283672841e+00,-1.797508641588503053e+01,2.607092045929106927e+00,-6.769497376226905949e+00,1.657591649914503362e+00
8.458377104190494933e+00,-1.800518709586051713e+01,2.613161794579470509e+00,-6.758306445666601547e+00,1.651585664139786358e+00
8.468010791097318801e+00,-1.803465664109103983e+01,2.619368606414814948e+00,-6.747186394079964344e+00,1.645584170945020075e+00
8.477644478004142670e+00,-1.806344749266281013e+01,2.625711907502647158e+00,-6.736136950776293375e+00,1.639587190324147237e+00
8.487278164910964762e+00,-1.809151152933673856e+01,2.632190911987454474e+00,-6.725157876164909787e+00,1.633594734159191653e+00
8.496911851817786854e+00,-1.811880005096839952e+01,2.638804611794458133e+00,-6.714248996922263402e+00,1.627606809555256273e+00
8.506545538724610722e+00,-1.814526379221435803e+01,2.645551760257827567e+00,-6.703410220810020803e+00,1.621623423805013120e+00
8.516179225631432814e+00,-1.817085299351051475e+01,2.652430852147171780e+00,-6.692641526766463400e+00,1.615644589522000407e+00
8.525812912538254906e+00,-1.819551754092294615e+01,2.659440103881664186e+00,-6.681942933147454688e+00,1.609670328434629427e+00
8.535446599445078775e+00,-1.821920716726446443e+01,2.666577437883927093e+00,-6.671314453393640598e+00,1.603700672727431220e+00
8.545080286351902643e+00,-1.824187168983571183e+01,2.673840473973613907e+00,-6.660756052072739131e+00,1.597735663536466344e+00
8.554713973258724735e+00,-1.826346125064814885e+01,2.681226528755232597e+00,-6.650267614117493231e+00,1.591775347040376598e+00
8.564347660165546827e+00,-1.828392652605948143e+01,2.688732621721261040e+00,-6.639848936193577522e+00,1.585819769292536652e+00
8.573981347072370696e+00,-1.830321888412062492e+01,2.696355484972789096e+00,-6.629499742632496861e+00,1.579868971306977787e+00
8.583615033979194564e+00,-1.832129048606532606e+01,2.704091572633092078e+00,-6.619219721159810277e+00,1.573922985834018462e+00
8.593248720886016656e+00,-1.833809434756041057e+01,2.711937066462708490e+00,-6.609008567852895588e+00,1.567981836763945314e+00
8.602882407792838748e+00,-1.835358438948546578e+01,2.719887875749306350e+00,-6.598866028071530110e+00,1.562045541325009390e+00
